Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
261.0,Tyrese Martin,26.0,BRK,SG,37.0,6.0,696.0,100.0,255.0,0.392,51.0,152.0,0.336,49.0,103.0,0.476,0.492,19.0,26.0,0.731,32.0,74.0,106.0,69.0,22.0,4.0,33.0,30.0,270.0,0.0,
262.0,D'Angelo Russell,29.0,DAL,PG,26.0,3.0,495.0,94.0,232.0,0.405,33.0,112.0,0.295,61.0,120.0,0.508,0.476,43.0,60.0,0.717,8.0,53.0,61.0,104.0,12.0,2.0,49.0,30.0,264.0,0.0,
263.0,Yves Missi,21.0,NOP,C,47.0,7.0,907.0,113.0,210.0,0.538,0.0,1.0,0.0,113.0,209.0,0.541,0.538,37.0,65.0,0.569,137.0,128.0,265.0,57.0,15.0,64.0,36.0,81.0,263.0,0.0,
264.0,Gary Payton II,33.0,GSW,SG,50.0,1.0,654.0,117.0,220.0,0.532,21.0,68.0,0.309,96.0,152.0,0.632,0.58,8.0,14.0,0.571,58.0,98.0,156.0,78.0,31.0,17.0,43.0,81.0,263.0,0.0,
265.0,Mouhamed Gueye,23.0,ATL,PF,53.0,5.0,862.0,101.0,227.0,0.445,28.0,97.0,0.289,73.0,130.0,0.562,0.507,32.0,51.0,0.627,67.0,129.0,196.0,52.0,43.0,28.0,28.0,91.0,262.0,0.0,
266.0,Drake Powell,20.0,BRK,SG,42.0,9.0,802.0,90.0,209.0,0.431,32.0,107.0,0.299,58.0,102.0,0.569,0.507,49.0,55.0,0.891,13.0,58.0,71.0,65.0,21.0,7.0,42.0,60.0,261.0,0.0,
267.0,Jaylin Williams,23.0,OKC,PF,41.0,8.0,792.0,82.0,217.0,0.378,50.0,156.0,0.321,32.0,61.0,0.525,0.493,45.0,59.0,0.763,23.0,178.0,201.0,104.0,25.0,28.0,42.0,83.0,259.0,0.0,
268.0,Keon Ellis,26.0,2TM,SG,47.0,5.0,841.0,90.0,227.0,0.396,58.0,159.0,0.365,32.0,68.0,0.471,0.524,21.0,34.0,0.618,17.0,51.0,68.0,33.0,53.0,25.0,25.0,75.0,259.0,0.0,
268.0,Keon Ellis,26.0,SAC,SG,43.0,5.0,758.0,83.0,209.0,0.397,53.0,144.0,0.368,30.0,65.0,0.462,0.524,20.0,32.0,0.625,15.0,40.0,55.0,26.0,46.0,22.0,21.0,69.0,239.0,0.0,
268.0,Keon Ellis,26.0,CLE,SG,4.0,0.0,83.0,7.0,18.0,0.389,5.0,15.0,0.333,2.0,3.0,0.667,0.528,1.0,2.0,0.5,2.0,11.0,13.0,7.0,7.0,3.0,4.0,6.0,20.0,0.0,
269.0,Al Horford,39.0,GSW,C,34.0,5.0,702.0,96.0,224.0,0.429,49.0,145.0,0.338,47.0,79.0,0.595,0.538,17.0,19.0,0.895,33.0,134.0,167.0,79.0,26.0,36.0,33.0,42.0,258.0,0.0,
270.0,Ryan Nembhard,22.0,DAL,PG,38.0,17.0,713.0,105.0,245.0,0.429,33.0,87.0,0.379,72.0,158.0,0.456,0.496,10.0,13.0,0.769,8.0,60.0,68.0,186.0,10.0,1.0,55.0,52.0,253.0,0.0,
271.0,Bryce McGowens,23.0,NOP,SG,32.0,11.0,636.0,82.0,171.0,0.48,29.0,64.0,0.453,53.0,107.0,0.495,0.564,59.0,77.0,0.766,10.0,52.0,62.0,48.0,19.0,5.0,15.0,63.0,252.0,0.0,
272.0,Gui Santos,23.0,GSW,PF,44.0,9.0,645.0,95.0,183.0,0.519,37.0,100.0,0.37,58.0,83.0,0.699,0.62,25.0,40.0,0.625,37.0,92.0,129.0,65.0,30.0,14.0,42.0,70.0,252.0,0.0,
273.0,Kenrich Williams,31.0,OKC,PF,36.0,2.0,581.0,97.0,190.0,0.511,35.0,88.0,0.398,62.0,102.0,0.608,0.603,22.0,35.0,0.629,37.0,89.0,126.0,56.0,22.0,4.0,30.0,38.0,251.0,0.0,
274.0,Tristan Vukcevic,22.0,WAS,C,33.0,3.0,394.0,86.0,184.0,0.467,20.0,73.0,0.274,66.0,111.0,0.595,0.522,57.0,74.0,0.77,20.0,61.0,81.0,36.0,10.0,23.0,38.0,44.0,249.0,0.0,
275.0,Dean Wade,29.0,CLE,PF,43.0,22.0,980.0,85.0,204.0,0.417,51.0,150.0,0.34,34.0,54.0,0.63,0.542,27.0,36.0,0.75,35.0,143.0,178.0,68.0,35.0,17.0,13.0,68.0,248.0,0.0,
276.0,Cody Williams,21.0,UTA,SG,42.0,16.0,821.0,106.0,220.0,0.482,16.0,69.0,0.232,90.0,151.0,0.596,0.518,20.0,32.0,0.625,36.0,61.0,97.0,39.0,27.0,18.0,26.0,76.0,248.0,0.0,
277.0,Isaiah Jackson,24.0,2TM,C,39.0,14.0,643.0,98.0,167.0,0.587,0.0,1.0,0.0,98.0,166.0,0.59,0.587,52.0,77.0,0.675,86.0,126.0,212.0,31.0,26.0,29.0,43.0,108.0,248.0,0.0,
277.0,Isaiah Jackson,24.0,IND,C,38.0,14.0,638.0,96.0,165.0,0.582,0.0,1.0,0.0,96.0,164.0,0.585,0.582,51.0,74.0,0.689,86.0,125.0,211.0,31.0,26.0,29.0,43.0,108.0,243.0,0.0,
277.0,Isaiah Jackson,24.0,LAC,C,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,3.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
278.0,Pat Spencer,29.0,GSW,PG,39.0,8.0,609.0,95.0,218.0,0.436,31.0,77.0,0.403,64.0,141.0,0.454,0.507,26.0,34.0,0.765,29.0,61.0,90.0,123.0,26.0,2.0,45.0,43.0,247.0,0.0,
279.0,Goga Bitadze,26.0,ORL,C,42.0,1.0,672.0,103.0,150.0,0.687,2.0,10.0,0.2,101.0,140.0,0.721,0.693,38.0,52.0,0.731,88.0,124.0,212.0,49.0,30.0,49.0,22.0,88.0,246.0,0.0,
280.0,Robert Williams,28.0,POR,C,38.0,1.0,620.0,109.0,145.0,0.752,7.0,16.0,0.438,102.0,129.0,0.791,0.776,20.0,28.0,0.714,77.0,169.0,246.0,43.0,23.0,55.0,29.0,46.0,245.0,0.0,
281.0,Jaden Hardy,23.0,2TM,SG,35.0,4.0,443.0,81.0,201.0,0.403,49.0,129.0,0.38,32.0,72.0,0.444,0.525,33.0,42.0,0.786,11.0,38.0,49.0,30.0,9.0,2.0,28.0,39.0,244.0,0.0,
281.0,Jaden Hardy,23.0,DAL,SG,34.0,4.0,428.0,78.0,194.0,0.402,46.0,124.0,0.371,32.0,70.0,0.457,0.521,31.0,40.0,0.775,11.0,36.0,47.0,29.0,9.0,2.0,27.0,39.0,233.0,0.0,
281.0,Jaden Hardy,23.0,WAS,SG,1.0,0.0,15.0,3.0,7.0,0.429,3.0,5.0,0.6,0.0,2.0,0.0,0.643,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,
282.0,Tre Mann,24.0,CHO,PG,34.0,1.0,544.0,91.0,249.0,0.365,43.0,130.0,0.331,48.0,119.0,0.403,0.452,18.0,21.0,0.857,20.0,58.0,78.0,73.0,17.0,4.0,45.0,57.0,243.0,0.0,
283.0,Jonathan Kuminga,23.0,GSW,PF,20.0,13.0,476.0,88.0,194.0,0.454,17.0,53.0,0.321,71.0,141.0,0.504,0.497,49.0,66.0,0.742,29.0,88.0,117.0,50.0,8.0,6.0,46.0,33.0,242.0,0.0,
284.0,Tyler Herro,26.0,MIA,SG,11.0,10.0,349.0,90.0,181.0,0.497,24.0,67.0,0.358,66.0,114.0,0.579,0.564,37.0,41.0,0.902,6.0,46.0,52.0,30.0,11.0,5.0,17.0,22.0,241.0,0.0,
285.0,Paul Reed,26.0,DET,C,38.0,7.0,486.0,101.0,171.0,0.591,10.0,26.0,0.385,91.0,145.0,0.628,0.62,28.0,47.0,0.596,70.0,91.0,161.0,48.0,35.0,25.0,37.0,61.0,240.0,0.0,
286.0,Cole Anthony,25.0,MIL,PG,35.0,0.0,527.0,98.0,231.0,0.424,22.0,72.0,0.306,76.0,159.0,0.478,0.472,16.0,26.0,0.615,16.0,71.0,87.0,121.0,20.0,11.0,65.0,73.0,234.0,0.0,
287.0,Alex Caruso,31.0,OKC,SG,37.0,0.0,679.0,85.0,196.0,0.434,39.0,120.0,0.325,46.0,76.0,0.605,0.533,25.0,32.0,0.781,19.0,79.0,98.0,75.0,50.0,13.0,29.0,44.0,234.0,0.0,
288.0,Tyler Kolek,24.0,NYK,PG,48.0,1.0,636.0,93.0,220.0,0.423,36.0,99.0,0.364,57.0,121.0,0.471,0.505,12.0,18.0,0.667,14.0,75.0,89.0,141.0,19.0,3.0,51.0,61.0,234.0,0.0,
289.0,Nolan Traoré,19.0,BRK,PG,31.0,8.0,650.0,84.0,209.0,0.402,30.0,89.0,0.337,54.0,120.0,0.45,0.474,33.0,43.0,0.767,7.0,42.0,49.0,109.0,14.0,11.0,50.0,62.0,231.0,0.0,
290.0,Craig Porter Jr.,25.0,CLE,PG,49.0,2.0,876.0,92.0,201.0,0.458,26.0,69.0,0.377,66.0,132.0,0.5,0.522,18.0,33.0,0.545,67.0,101.0,168.0,155.0,50.0,30.0,43.0,56.0,228.0,0.0,
291.0,Jarred Vanderbilt,26.0,LAL,PF,45.0,3.0,867.0,87.0,184.0,0.473,24.0,79.0,0.304,63.0,105.0,0.6,0.538,30.0,47.0,0.638,65.0,160.0,225.0,60.0,44.0,16.0,46.0,83.0,228.0,0.0,
292.0,Nicolas Batum,37.0,LAC,PF,51.0,4.0,992.0,73.0,184.0,0.397,69.0,175.0,0.394,4.0,9.0,0.444,0.584,9.0,11.0,0.818,19.0,115.0,134.0,42.0,37.0,19.0,34.0,79.0,224.0,0.0,
293.0,Derrick Jones Jr.,28.0,LAC,SF,22.0,17.0,546.0,80.0,148.0,0.541,28.0,70.0,0.4,52.0,78.0,0.667,0.635,31.0,40.0,0.775,17.0,39.0,56.0,27.0,19.0,24.0,17.0,44.0,219.0,0.0,
294.0,Quenton Jackson,27.0,IND,PG,26.0,10.0,414.0,71.0,148.0,0.48,24.0,59.0,0.407,47.0,89.0,0.528,0.561,50.0,65.0,0.769,15.0,37.0,52.0,52.0,18.0,5.0,30.0,40.0,216.0,0.0,
295.0,Jakob Poeltl,30.0,TOR,C,22.0,22.0,551.0,92.0,134.0,0.687,0.0,0.0,,92.0,134.0,0.687,0.687,29.0,49.0,0.592,59.0,109.0,168.0,45.0,16.0,11.0,34.0,68.0,213.0,0.0,
296.0,Jalen Pickett,26.0,DEN,SG,39.0,18.0,688.0,81.0,195.0,0.415,40.0,107.0,0.374,41.0,88.0,0.466,0.518,10.0,11.0,0.909,18.0,84.0,102.0,99.0,13.0,4.0,28.0,38.0,212.0,0.0,
297.0,Karlo Matković,24.0,NOP,PF,43.0,2.0,556.0,88.0,146.0,0.603,23.0,53.0,0.434,65.0,93.0,0.699,0.682,10.0,17.0,0.588,35.0,101.0,136.0,32.0,15.0,30.0,20.0,64.0,209.0,0.0,
298.0,Kris Murray,25.0,POR,SF,34.0,11.0,874.0,78.0,175.0,0.446,20.0,78.0,0.256,58.0,97.0,0.598,0.503,31.0,42.0,0.738,61.0,75.0,136.0,42.0,40.0,14.0,31.0,68.0,207.0,0.0,
299.0,Thomas Bryant,28.0,CLE,C,39.0,0.0,408.0,73.0,143.0,0.51,26.0,75.0,0.347,47.0,68.0,0.691,0.601,32.0,38.0,0.842,32.0,80.0,112.0,25.0,9.0,16.0,15.0,46.0,204.0,0.0,
300.0,Jaylen Clark,24.0,MIN,SG,53.0,0.0,711.0,73.0,171.0,0.427,21.0,72.0,0.292,52.0,99.0,0.525,0.488,37.0,59.0,0.627,47.0,53.0,100.0,31.0,39.0,8.0,18.0,74.0,204.0,0.0,
301.0,Kevin Love,37.0,UTA,PF,29.0,5.0,500.0,65.0,163.0,0.399,41.0,113.0,0.363,24.0,50.0,0.48,0.525,31.0,37.0,0.838,48.0,123.0,171.0,50.0,9.0,8.0,24.0,47.0,202.0,0.0,
302.0,Julian Strawther,23.0,DEN,SG,32.0,4.0,441.0,70.0,155.0,0.452,22.0,69.0,0.319,48.0,86.0,0.558,0.523,40.0,51.0,0.784,5.0,61.0,66.0,31.0,14.0,2.0,19.0,38.0,202.0,0.0,
303.0,Tidjane Salaün,20.0,CHO,PF,32.0,0.0,512.0,73.0,142.0,0.514,31.0,71.0,0.437,42.0,71.0,0.592,0.623,24.0,34.0,0.706,24.0,115.0,139.0,26.0,13.0,7.0,24.0,48.0,201.0,0.0,
304.0,Aaron Holiday,29.0,HOU,PG,35.0,1.0,465.0,65.0,161.0,0.404,42.0,108.0,0.389,23.0,53.0,0.434,0.534,28.0,33.0,0.848,6.0,24.0,30.0,34.0,16.0,4.0,21.0,47.0,200.0,0.0,
305.0,Micah Peavy,24.0,NOP,SG,46.0,1.0,693.0,84.0,220.0,0.382,21.0,88.0,0.239,63.0,132.0,0.477,0.43,11.0,15.0,0.733,38.0,54.0,92.0,47.0,31.0,6.0,14.0,71.0,200.0,0.0,
306.0,Asa Newell,20.0,ATL,PF,39.0,1.0,442.0,79.0,147.0,0.537,27.0,68.0,0.397,52.0,79.0,0.658,0.629,14.0,25.0,0.56,37.0,44.0,81.0,20.0,15.0,13.0,21.0,61.0,199.0,0.0,
307.0,Trendon Watford,25.0,PHI,PF,32.0,5.0,530.0,79.0,155.0,0.51,10.0,29.0,0.345,69.0,126.0,0.548,0.542,31.0,43.0,0.721,26.0,84.0,110.0,85.0,9.0,10.0,36.0,65.0,199.0,1.0,
308.0,Taylor Hendricks,22.0,2TM,PF,37.0,6.0,579.0,71.0,161.0,0.441,29.0,86.0,0.337,42.0,75.0,0.56,0.531,28.0,42.0,0.667,32.0,85.0,117.0,29.0,18.0,8.0,24.0,52.0,199.0,0.0,
308.0,Taylor Hendricks,22.0,UTA,PF,33.0,6.0,492.0,58.0,128.0,0.453,24.0,70.0,0.343,34.0,58.0,0.586,0.547,23.0,32.0,0.719,29.0,70.0,99.0,24.0,13.0,8.0,20.0,40.0,163.0,0.0,
308.0,Taylor Hendricks,22.0,MEM,PF,4.0,0.0,87.0,13.0,33.0,0.394,5.0,16.0,0.313,8.0,17.0,0.471,0.47,5.0,10.0,0.5,3.0,15.0,18.0,5.0,5.0,0.0,4.0,12.0,36.0,0.0,
309.0,Jase Richardson,20.0,ORL,SG,39.0,0.0,471.0,73.0,155.0,0.471,25.0,67.0,0.373,48.0,88.0,0.545,0.552,27.0,37.0,0.73,19.0,33.0,52.0,46.0,11.0,2.0,22.0,44.0,198.0,0.0,
310.0,Dalton Knecht,24.0,LAL,SF,43.0,1.0,490.0,76.0,170.0,0.447,30.0,98.0,0.306,46.0,72.0,0.639,0.535,14.0,20.0,0.7,13.0,52.0,65.0,15.0,9.0,9.0,19.0,40.0,196.0,0.0,
311.0,Mike Conley,38.0,MIN,PG,44.0,9.0,812.0,56.0,174.0,0.322,42.0,131.0,0.321,14.0,43.0,0.326,0.443,41.0,46.0,0.891,15.0,63.0,78.0,126.0,26.0,11.0,27.0,64.0,195.0,0.0,
312.0,Mitchell Robinson,27.0,NYK,C,39.0,14.0,766.0,83.0,119.0,0.697,0.0,0.0,,83.0,119.0,0.697,0.697,29.0,71.0,0.408,176.0,170.0,346.0,38.0,31.0,45.0,25.0,92.0,195.0,0.0,
313.0,Justin Edwards,22.0,PHI,SF,41.0,5.0,592.0,68.0,171.0,0.398,37.0,110.0,0.336,31.0,61.0,0.508,0.506,21.0,23.0,0.913,18.0,45.0,63.0,44.0,28.0,8.0,24.0,64.0,194.0,0.0,
314.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,354.0,77.0,169.0,0.456,16.0,56.0,0.286,61.0,113.0,0.54,0.503,23.0,31.0,0.742,19.0,39.0,58.0,15.0,15.0,8.0,18.0,25.0,193.0,0.0,
315.0,Trae Young,27.0,ATL,PG,10.0,10.0,280.0,56.0,135.0,0.415,18.0,59.0,0.305,38.0,76.0,0.5,0.481,63.0,73.0,0.863,0.0,15.0,15.0,89.0,10.0,1.0,26.0,20.0,193.0,0.0,
316.0,Jamaree Bouyea,26.0,PHO,PG,28.0,0.0,438.0,79.0,157.0,0.503,18.0,52.0,0.346,61.0,105.0,0.581,0.561,16.0,22.0,0.727,13.0,41.0,54.0,51.0,19.0,11.0,18.0,23.0,192.0,0.0,
317.0,Josh Minott,23.0,BOS,PF,33.0,10.0,526.0,69.0,136.0,0.507,34.0,77.0,0.442,35.0,59.0,0.593,0.632,20.0,26.0,0.769,40.0,78.0,118.0,33.0,24.0,12.0,20.0,51.0,192.0,0.0,
318.0,Tyrese Proctor,21.0,CLE,PG,39.0,1.0,404.0,66.0,169.0,0.391,36.0,103.0,0.35,30.0,66.0,0.455,0.497,23.0,27.0,0.852,6.0,35.0,41.0,53.0,15.0,0.0,26.0,44.0,191.0,0.0,
319.0,Christian Braun,24.0,DEN,SG,19.0,19.0,576.0,72.0,150.0,0.48,11.0,44.0,0.25,61.0,106.0,0.575,0.517,34.0,44.0,0.773,29.0,53.0,82.0,53.0,10.0,7.0,22.0,43.0,189.0,0.0,
320.0,Adem Bona,22.0,PHI,C,45.0,4.0,735.0,69.0,119.0,0.58,2.0,5.0,0.4,67.0,114.0,0.588,0.588,48.0,71.0,0.676,81.0,95.0,176.0,10.0,17.0,57.0,34.0,97.0,188.0,0.0,
321.0,Jalen Wilson,25.0,BRK,PF,35.0,0.0,513.0,59.0,162.0,0.364,35.0,99.0,0.354,24.0,63.0,0.381,0.472,35.0,46.0,0.761,7.0,48.0,55.0,22.0,14.0,2.0,19.0,44.0,188.0,0.0,
322.0,Steven Adams,32.0,HOU,C,32.0,11.0,730.0,70.0,139.0,0.504,0.0,0.0,,70.0,139.0,0.504,0.504,47.0,81.0,0.58,145.0,131.0,276.0,48.0,22.0,20.0,35.0,55.0,187.0,0.0,
323.0,Baylor Scheierman,25.0,BOS,SG,49.0,8.0,705.0,66.0,147.0,0.449,43.0,109.0,0.394,23.0,38.0,0.605,0.595,12.0,14.0,0.857,23.0,114.0,137.0,50.0,28.0,4.0,21.0,67.0,187.0,0.0,
324.0,Hugo González,19.0,BOS,SF,49.0,2.0,745.0,75.0,163.0,0.46,25.0,76.0,0.329,50.0,87.0,0.575,0.537,10.0,21.0,0.476,42.0,121.0,163.0,28.0,29.0,12.0,29.0,87.0,185.0,0.0,
325.0,Olivier-Maxence Prosper,23.0,MEM,PF,29.0,1.0,398.0,61.0,124.0,0.492,23.0,55.0,0.418,38.0,69.0,0.551,0.585,40.0,46.0,0.87,25.0,58.0,83.0,19.0,8.0,4.0,20.0,26.0,185.0,0.0,
326.0,Noah Penda,21.0,ORL,SF,38.0,2.0,519.0,67.0,154.0,0.435,25.0,65.0,0.385,42.0,89.0,0.472,0.516,25.0,39.0,0.641,56.0,85.0,141.0,44.0,21.0,14.0,32.0,51.0,184.0,0.0,
327.0,Ochai Agbaji,25.0,2TM,SG,43.0,13.0,666.0,72.0,173.0,0.416,12.0,65.0,0.185,60.0,108.0,0.556,0.451,25.0,29.0,0.862,36.0,65.0,101.0,32.0,17.0,12.0,19.0,75.0,181.0,0.0,
327.0,Ochai Agbaji,25.0,TOR,SG,42.0,13.0,650.0,72.0,170.0,0.424,12.0,65.0,0.185,60.0,105.0,0.571,0.459,25.0,29.0,0.862,33.0,62.0,95.0,30.0,17.0,11.0,19.0,75.0,181.0,0.0,
327.0,Ochai Agbaji,25.0,BRK,SG,1.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,3.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
328.0,Johnny Furphy,21.0,IND,SG,35.0,21.0,643.0,70.0,149.0,0.47,23.0,71.0,0.324,47.0,78.0,0.603,0.547,17.0,35.0,0.486,32.0,121.0,153.0,41.0,20.0,7.0,29.0,65.0,180.0,0.0,
329.0,Clint Capela,31.0,HOU,C,47.0,1.0,556.0,76.0,144.0,0.528,0.0,0.0,,76.0,144.0,0.528,0.528,21.0,38.0,0.553,101.0,112.0,213.0,26.0,24.0,37.0,19.0,40.0,173.0,0.0,
330.0,Kyle Anderson,32.0,2TM,SF,23.0,3.0,472.0,69.0,124.0,0.556,3.0,5.0,0.6,66.0,119.0,0.555,0.569,28.0,43.0,0.651,22.0,57.0,79.0,64.0,28.0,14.0,23.0,57.0,169.0,0.0,
330.0,Kyle Anderson,32.0,UTA,SF,20.0,0.0,401.0,57.0,109.0,0.523,3.0,5.0,0.6,54.0,104.0,0.519,0.537,25.0,38.0,0.658,19.0,47.0,66.0,61.0,23.0,10.0,17.0,46.0,142.0,0.0,
330.0,Kyle Anderson,32.0,MEM,SF,3.0,3.0,71.0,12.0,15.0,0.8,0.0,0.0,,12.0,15.0,0.8,0.8,3.0,5.0,0.6,3.0,10.0,13.0,3.0,5.0,4.0,6.0,11.0,27.0,0.0,
331.0,Branden Carlson,26.0,OKC,C,34.0,2.0,373.0,68.0,130.0,0.523,21.0,59.0,0.356,47.0,71.0,0.662,0.604,9.0,17.0,0.529,21.0,67.0,88.0,19.0,6.0,18.0,12.0,30.0,166.0,0.0,
332.0,Micah Potter,27.0,IND,C,22.0,3.0,408.0,51.0,110.0,0.464,27.0,72.0,0.375,24.0,38.0,0.632,0.586,37.0,42.0,0.881,18.0,77.0,95.0,32.0,8.0,7.0,16.0,37.0,166.0,0.0,
333.0,Jabari Walker,23.0,PHI,PF,45.0,6.0,543.0,58.0,144.0,0.403,17.0,63.0,0.27,41.0,81.0,0.506,0.462,32.0,44.0,0.727,51.0,87.0,138.0,21.0,16.0,11.0,17.0,73.0,165.0,0.0,
334.0,Zeke Nnaji,25.0,DEN,PF,39.0,2.0,500.0,60.0,123.0,0.488,11.0,40.0,0.275,49.0,83.0,0.59,0.533,33.0,40.0,0.825,29.0,79.0,108.0,21.0,13.0,20.0,21.0,52.0,164.0,0.0,
335.0,Drew Eubanks,28.0,SAC,C,32.0,11.0,430.0,69.0,114.0,0.605,1.0,5.0,0.2,68.0,109.0,0.624,0.61,24.0,43.0,0.558,27.0,57.0,84.0,9.0,12.0,19.0,25.0,41.0,163.0,0.0,
336.0,Kasparas Jakučionis,19.0,MIA,PG,29.0,8.0,494.0,51.0,128.0,0.398,37.0,82.0,0.451,14.0,46.0,0.304,0.543,24.0,27.0,0.889,24.0,46.0,70.0,70.0,19.0,2.0,27.0,57.0,163.0,0.0,
337.0,Lonzo Ball,28.0,CLE,PG,35.0,3.0,728.0,53.0,176.0,0.301,40.0,147.0,0.272,13.0,29.0,0.448,0.415,14.0,21.0,0.667,26.0,114.0,140.0,136.0,45.0,9.0,52.0,46.0,160.0,0.0,
338.0,Trayce Jackson-Davis,25.0,2TM,C,38.0,1.0,436.0,62.0,107.0,0.579,1.0,1.0,1.0,61.0,106.0,0.575,0.584,35.0,62.0,0.565,56.0,69.0,125.0,34.0,15.0,20.0,19.0,40.0,160.0,0.0,
338.0,Trayce Jackson-Davis,25.0,GSW,C,36.0,1.0,411.0,60.0,102.0,0.588,1.0,1.0,1.0,59.0,101.0,0.584,0.593,29.0,52.0,0.558,47.0,65.0,112.0,32.0,13.0,19.0,18.0,40.0,150.0,0.0,
338.0,Trayce Jackson-Davis,25.0,TOR,C,2.0,0.0,25.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,6.0,10.0,0.6,9.0,4.0,13.0,2.0,2.0,1.0,1.0,0.0,10.0,0.0,
339.0,Caleb Martin,30.0,DAL,SF,46.0,10.0,644.0,61.0,137.0,0.445,14.0,38.0,0.368,47.0,99.0,0.475,0.496,22.0,35.0,0.629,23.0,90.0,113.0,72.0,31.0,11.0,31.0,66.0,158.0,0.0,
340.0,Dylan Cardwell,24.0,SAC,C,29.0,1.0,616.0,67.0,112.0,0.598,0.0,1.0,0.0,67.0,111.0,0.604,0.598,22.0,40.0,0.55,91.0,132.0,223.0,36.0,22.0,47.0,24.0,108.0,156.0,0.0,
341.0,Jordan Hawkins,23.0,NOP,SG,36.0,0.0,498.0,56.0,172.0,0.326,30.0,96.0,0.313,26.0,76.0,0.342,0.413,14.0,18.0,0.778,14.0,48.0,62.0,27.0,8.0,7.0,22.0,22.0,156.0,0.0,
342.0,Jett Howard,22.0,ORL,SF,33.0,0.0,342.0,53.0,136.0,0.39,29.0,86.0,0.337,24.0,50.0,0.48,0.496,21.0,23.0,0.913,11.0,31.0,42.0,27.0,6.0,4.0,7.0,31.0,156.0,0.0,
343.0,Guerschon Yabusele,30.0,2TM,C,45.0,3.0,473.0,58.0,146.0,0.397,30.0,92.0,0.326,28.0,54.0,0.519,0.5,9.0,14.0,0.643,29.0,75.0,104.0,24.0,10.0,7.0,18.0,47.0,155.0,0.0,
343.0,Guerschon Yabusele,30.0,NYK,C,41.0,0.0,366.0,42.0,107.0,0.393,20.0,68.0,0.294,22.0,39.0,0.564,0.486,8.0,12.0,0.667,24.0,63.0,87.0,18.0,6.0,5.0,15.0,36.0,112.0,0.0,
343.0,Guerschon Yabusele,30.0,CHI,C,4.0,3.0,107.0,16.0,39.0,0.41,10.0,24.0,0.417,6.0,15.0,0.4,0.538,1.0,2.0,0.5,5.0,12.0,17.0,6.0,4.0,2.0,3.0,11.0,43.0,0.0,
344.0,Keaton Wallace,26.0,ATL,PG,40.0,2.0,446.0,57.0,136.0,0.419,34.0,84.0,0.405,23.0,52.0,0.442,0.544,6.0,11.0,0.545,3.0,43.0,46.0,80.0,21.0,5.0,22.0,38.0,154.0,0.0,
345.0,Rob Dillingham,21.0,2TM,PG,38.0,0.0,400.0,60.0,170.0,0.353,13.0,39.0,0.333,47.0,131.0,0.359,0.391,21.0,27.0,0.778,8.0,44.0,52.0,70.0,25.0,3.0,43.0,43.0,154.0,0.0,
345.0,Rob Dillingham,21.0,MIN,PG,35.0,0.0,326.0,47.0,141.0,0.333,12.0,33.0,0.364,35.0,108.0,0.324,0.376,15.0,20.0,0.75,5.0,36.0,41.0,58.0,19.0,3.0,36.0,36.0,121.0,0.0,
345.0,Rob Dillingham,21.0,CHI,PG,3.0,0.0,74.0,13.0,29.0,0.448,1.0,6.0,0.167,12.0,23.0,0.522,0.466,6.0,7.0,0.857,3.0,8.0,11.0,12.0,6.0,0.0,7.0,7.0,33.0,0.0,
346.0,Tyus Jones,29.0,2TM,PG,51.0,9.0,805.0,58.0,169.0,0.343,31.0,110.0,0.282,27.0,59.0,0.458,0.435,6.0,6.0,1.0,9.0,46.0,55.0,129.0,35.0,3.0,16.0,28.0,153.0,0.0,
346.0,Tyus Jones,29.0,ORL,PG,48.0,8.0,754.0,54.0,158.0,0.342,30.0,102.0,0.294,24.0,56.0,0.429,0.437,6.0,6.0,1.0,9.0,44.0,53.0,116.0,33.0,3.0,14.0,25.0,144.0,0.0,
346.0,Tyus Jones,29.0,DAL,PG,3.0,1.0,51.0,4.0,11.0,0.364,1.0,8.0,0.125,3.0,3.0,1.0,0.409,0.0,0.0,,0.0,2.0,2.0,13.0,2.0,0.0,2.0,3.0,9.0,0.0,
347.0,Tony Bradley,28.0,IND,C,38.0,3.0,416.0,59.0,106.0,0.557,1.0,2.0,0.5,58.0,104.0,0.558,0.561,32.0,43.0,0.744,56.0,51.0,107.0,20.0,6.0,7.0,17.0,60.0,151.0,0.0,
348.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,62.0,98.0,0.633,1.0,5.0,0.2,61.0,93.0,0.656,0.638,25.0,32.0,0.781,43.0,79.0,122.0,12.0,7.0,21.0,26.0,37.0,150.0,0.0,
